エジプト革命,エジプト革命,14.7142982795477
—,—,0.938618951137732
アラブ世界,アラブ世界,14.7142982795477
変動,変動,10.1309649462144
行方,行方,10.1309649462144
民衆,民衆,10.7650500145571
体制,体制,7.14538724979002
打倒,打倒,13.18652050177
ムバーラク,ムバーラク,14.7142982795477
バーテル,バーテル,14.7142982795477
駄目,駄目,14.7142982795477
大小,大小,14.7142982795477
様々,様々,8.74543764736807
革命,革命,8.11135257902539
経験,経験,6.75541119317018
エジプト,エジプト,12.2928277923349
近現代史,近現代史,11.1669081345809
二,二,3.87008259724694
〇,〇,4.43553091840952
一,一,3.09198807798584
年,年,4.18054891893839
政治,政治,5.58234284086732
暴力,暴力,10.4252838152931
腐敗,腐敗,11.1669081345809
宗教,宗教,8.22440902289782
者,者,4.56396243405858
一般市民,一般市民,14.7142982795477
地道,地道,11.1669081345809
抵抗運動,抵抗運動,14.7142982795477
結実,結実,11.6587427239922
アメリカ,アメリカ,6.63937822295264
駆け引き,駆け引き,11.1669081345809
パレスチナ問題,パレスチナ問題,14.7142982795477
影響,影響,6.52914938360345
大国,大国,8.74543764736807
新た,新た,6.69663124512005
国,国,5.51345856519872
づくり,づくり,8.46956338319306
模索,模索,9.87135730512199
1,1,0.300282931769416
章,章,0.571066853211749
系譜,系譜,9.42905552885187
結束,結束,13.18652050177
声,声,7.61951798961414
言葉の力,言葉の力,14.7142982795477
騒乱,騒乱,14.7142982795477
起点,起点,14.7142982795477
九,九,5.9633086961873
六,六,6.81580174956644
八,八,6.09174021183636
冬の時代,冬の時代,14.7142982795477
春,春,9.87135730512199
2,2,0.293921838108735
背景,背景,7.80330084668286
の,の,1.30334710942428
期待,期待,9.87135730512199
抑圧,抑圧,11.6587427239922
ピラミッド,ピラミッド,13.18652050177
歴史,歴史,4.12567179160445
起原,起原,14.7142982795477
3,3,0.335600936751525
ナセル,ナセル,14.7142982795477
七月革命,七月革命,14.7142982795477
再,再,7.80330084668286
検討,検討,10.4252838152931
軍,軍,9.42905552885187
管理,管理,7.61951798961414
ムスリム同胞団,ムスリム同胞団,14.7142982795477
迷い,迷い,11.6587427239922
憲法改正,憲法改正,14.7142982795477
動き,動き,8.60318716843663
共和,共和,14.7142982795477
制,制,9.06084871016552
道,道,6.09174021183636
クスクス,クスクス,14.7142982795477
謎,謎,6.37349997329632
人,人,2.86655348457578
粒,粒,13.18652050177
パスタ,パスタ,14.7142982795477
魅力,魅力,7.61951798961414
北アフリカ,北アフリカ,13.18652050177
発祥,発祥,12.2928277923349
起源,起源,9.06084871016552
まま,まま,8.11135257902539
自由自在,自由自在,13.18652050177
姿,姿,6.32396716015519
移動,移動,11.1669081345809
国境,国境,10.1309649462144
土地,土地,9.87135730512199
伝統,伝統,8.22440902289782
食,食,8.11135257902539
なか,なか,5.92210904013134
人々,人々,6.32396716015519
魅了,魅了,10.7650500145571
正体,正体,7.9012777510741
民族,民族,10.7650500145571
多様性,多様性,10.7650500145571
豊か,豊か,7.36972825973752
さ,さ,4.65393890344598
世界中,世界中,8.8975060375153
フランス,フランス,9.42905552885187
国民食,国民食,14.7142982795477
仕組み,仕組み,7.29238287032507
種類,種類,9.42905552885187
冒険,冒険,11.1669081345809
4,4,0.482819781656175
スパイス,スパイス,14.7142982795477
呪術,呪術,14.7142982795477
薬膳,薬膳,14.7142982795477
5,5,0.921664118121533
世界,世界,3.4870747105836
6,6,1.71023172518092
ヴァリエーション,ヴァリエーション,14.7142982795477
7,7,2.94973759905441
自由,自由,6.81580174956644
平等,平等,10.7650500145571
中国,中国,6.1362693510384
模,模,14.7142982795477
式,式,8.22440902289782
衝撃,衝撃,8.74543764736807
チャイニーズ,チャイニーズ,13.18652050177
スタンダード,スタンダード,11.6587427239922
意味,意味,6.18171668122376
ところ,ところ,8.60318716843663
独自,独自,8.74543764736807
発展,発展,7.14538724979002
モデル,モデル,9.63913035680316
基準,基準,10.7650500145571
方式,方式,14.7142982795477
いま,いま,5.11160044517487
言葉,言葉,6.18171668122376
流行,流行,11.1669081345809
指導者,指導者,12.2928277923349
発言,発言,10.7650500145571
頻繁,頻繁,11.6587427239922
急追,急追,14.7142982795477
